1,2,3,4,5,6,7,8,9,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835,840,845,850,855,860,865,870,875,880,885,890,895,900,905,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995
-4.195748,-14.29782,-17.64529,-18.49657,-19.00646,-19.05044,-17.7085,-17.92858,-17.57331,-16.8266,-16.57276,-15.24875,-15.44537,-14.10798,-12.52497,-10.45643,-8.988957,-12.42352,-11.2493,-11.50666,-17.24153,-15.58651,-22.77449,-17.25723,-18.11089,-17.07707,-16.21372,-16.39211,-18.59418,-19.03053,-21.7057,-23.4245,-21.377,-20.08397,-15.51525,-16.10611,-16.84546,-16.12835,-16.04376,-16.75106,-17.82509,-16.30927,-18.32623,-17.67918,-18.36449,-18.42943,-19.67033,-19.25574,-18.87333,-20.79091,-21.20865,-21.36203,-22.51841,-24.61528,-23.88712,-26.13051,-23.27357,-26.33357,-26.50563,-26.59531,-25.96861,-25.1909,-29.41857,-26.2691,-29.68046,-28.86118,-31.46844,-31.08829,-32.20087,-31.03645,-31.6511,-29.57139,-30.30329,-34.51348,-39.53288,-35.03515,-28.84316,-42.28376,-32.04789,-31.61463,-33.35611,-40.1891,-33.11212,-36.95323,-35.73838,-35.79821,-40.39045,-40.89908,-38.90207,-39.80519,-38.21742,-44.51925,-37.05644,-38.6708,-42.16767,-45.44776,-38.89415,-39.88062,-44.43254,-40.15715,-54.28444,-46.31018,-41.65373,-43.88096,-45.42636,-37.994,-41.70431,-51.35676,-44.09548,-40.41149,-35.62641,-47.44828,-49.31247,-51.55256,-48.55131,-44.44073,-39.8445,-39.08655,-36.53879,-34.63072,-39.62722,-54.67791,-43.48262,-44.96027,-40.68576,-37.94254,-42.71021,-44.13737,-43.92632,-44.00389,-39.11757,-34.74688,-36.32706,-44.21466,-41.33559,-37.71989,-37.33726,-43.91582,-39.37595,-44.20096,-39.10773,-38.724,-39.90224,-44.17352,-38.81636,-34.20458,-35.59024,-36.65182,-33.05389,-38.42237,-35.16751,-37.875,-35.53983,-35.62948,-36.90126,-38.79287,-40.84081,-33.98784,-33.71746,-32.97843,-37.19272,-38.10847,-39.03841,-33.6949,-34.67969,-33.08669,-37.98618,-40.49401,-40.26179,-38.15356,-36.1967,-41.3912,-38.75146,-38.86537,-38.86306,-38.82422,-44.08998,-44.42912,-43.02093,-37.02014,-34.74728,-34.89927,-38.84821,-37.6648,-40.38977,-38.83381,-43.41082,-39.90761,-44.26953,-46.68127,-44.23768,-∞,-46.68127,-44.23768,-44.40377,-43.9949,-38.28064,-∞,-44.44033,-38.37069,-44.33949,-39.52727,-44.33949,-295.2752,-∞,-44.35785,-44.70947
-67.86,-80.64,-81.54,-78.84,-74.25,-70.74,-71.82,-62.64,-63.18,-57.6,-45.00001,-36,-29.25,-28.80001,-25.65,-25.2,-42.30001,-49.5,-41.4,-72.00001,-80.55,-79.2,-99.00001,-86.4,-111.15,-123.3,-119.7,-135,-142.2,-130.5,-117.9,-93.60001,-90,-98.1,-119.25,-129.6,-127.8,-139.5,-138.15,-144,-135.45,-149.4,-164.25,-163.8,-163.35,-162.9,-162.45,-162,-161.55,-180,-205.2,-181.8,-198,-194.4,-201.15,-187.2,-205.65,-202.5,-222.3,-219.6,-216.9,-214.2,-236.25,-183.6,-206.1,-229.5,-227.25,-225,-222.75,-220.5,-218.25,-244.8,-213.75,-241.2,-269.55,-237.6,-235.8,-265.5,-264.15,-230.4,-261.45,-260.1,-225,-210.6002,-183.15,-219.6,-253.35,-252,-250.65,-286.2,-247.95,-232.2,-211.4998,-148.4998,-242.55,-280.8,-319.95,-297.0001,-274.5002,-253.7999,-194.4003,-96.29993,-2.249135,-230.401,-104.4009,0,-18.00012,0,-306,-261.9005,-220.95,-194.3999,-180,-131.3999,-96.75042,-28.79984,0,-261,-261.9,-230.4,-217.3501,-121.4999,-96.75033,10.80019,-307.35,-301.4999,-265.05,-252.0003,-209.2501,-136.7997,-304.65,-318.6,-303.7498,-260.1001,-244.7998,-201.6,-130.5002,-31.50023,-264.5999,-169.1998,-46.79982,0,22.50006,10.80007,25.20003,-294.3,-227.6996,-135.0003,-79.64919,0,-295.65,-280.8001,-240.7501,-241.2001,-217.3499,-169.2002,-96.75048,-0.0003862381,-238.9499,-162.0014,-61.65059,-297.8998,-150.7514,19.79918,-216.9004,-71.09962,-191.2495,0,-218.6998,17.0971,-84.60167,-237.601,-9.001266,-118.8016,-206.9994,-273.5995,-318.6013,-58.49685,-60.7476,-118.798,-156.1456,-281.7,-269.9999,-237.6,-264.1499,-190.7998,-177.2996,-63.00053,-9.449845,-296.1007,-202.9507,-172.7997,-40.50134,27.89901,-160.6493,-53.99981,-288.4504,-143.9977,19.34899,-158.4026,-317.2499,-97.20227,-305.9976,-136.7996,-220.9536,-15.30318,-151.6511
