1,2,3,4,5,6,7,8,9,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835,840,845,850,855,860,865,870,875,880,885,890,895,900,905,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995
-6.28209,-14.48499,-17.87296,-20.09435,-19.59868,-18.99995,-18.43951,-18.06899,-17.88147,-16.90993,-17.36323,-15.63952,-14.8709,-13.81858,-12.27958,-10.37588,-9.933932,-13.96859,-12.54094,-13.3866,-18.33503,-18.13554,-23.30967,-21.19277,-21.07155,-17.95481,-19.33492,-15.65122,-17.6512,-19.83612,-22.64019,-25.74485,-24.10121,-23.74277,-17.89663,-17.91891,-17.50698,-17.58934,-17.85178,-17.84821,-18.53444,-19.12948,-18.63329,-18.9111,-19.7199,-19.82055,-19.75977,-20.99627,-20.73646,-21.4826,-21.64447,-23.59398,-22.44937,-24.45474,-23.01009,-24.72434,-23.91268,-26.86486,-26.26353,-25.2351,-27.94973,-27.82362,-25.50972,-31.19667,-29.5133,-30.2926,-36.84611,-27.91896,-33.52045,-31.36257,-37.8855,-30.58297,-33.26594,-32.2468,-35.1679,-37.14104,-38.56563,-32.65908,-33.10436,-32.90986,-35.5134,-40.45005,-34.6034,-34.43151,-35.95753,-39.97215,-42.27506,-39.83451,-38.18288,-40.73823,-42.81353,-40.68925,-43.87099,-41.70154,-45.95457,-48.10493,-52.13043,-40.65183,-55.47107,-48.21761,-55.28555,-64.79547,-52.73917,-39.58505,-40.58121,-45.94045,-40.04939,-40.28089,-51.65293,-50.98691,-51.32384,-45.77424,-39.97565,-41.83714,-44.34548,-49.9161,-47.8197,-37.19061,-39.67094,-39.86047,-43.90086,-42.11648,-45.55656,-47.53581,-43.4381,-39.20122,-40.10484,-41.46517,-43.16775,-42.81984,-40.21055,-43.52047,-43.77382,-41.54016,-43.61145,-43.99852,-43.59084,-44.28364,-43.71252,-43.13636,-38.00784,-39.26316,-44.00482,-44.11766,-43.1758,-43.99596,-∞,-∞,-45.72696,-44.31864,-43.8643,-35.443,-34.42479,-33.03101,-35.69114,-35.77522,-31.64989,-33.68263,-33.46394,-43.15119,-43.86291,-∞,-35.75451,-38.97283,-42.75341,-38.65223,-38.85954,-44.44538,-43.80607,-43.99197,-43.89499,-44.41499,-44.41499,-44.2747,-44.03761,-44.2747,-43.91304,-∞,-∞,-42.77861,-∞,-∞,-43.37498,-36.12917,-35.10263,-35.49225,-38.48647,-44.46605,-44.26979,-35.23789,-35.41353,-39.99772,-43.95148,-39.20589,-44.06104,-44.42749,-44.00939,-43.81716,-44.15736,-44.45103,-40.21497,-36.092,-38.38674,-∞,-44.39676,-44.24105,-∞
-68.4,-75.06,-67.23,-63,-57.6,-52.38,-48.51,-43.92,-34.02,-36,-26.10001,-21.6,-18,-18.00001,-19.35,-25.2,-42.30001,-45,-41.4,-72.00001,-68.85,-72.9,-92.25001,-93.6,-103.5,-115.2,-111.15,-126,-132.75,-120.6,-86.85,-72.00001,-90,-98.1,-107.1,-117,-114.75,-126,-138.15,-136.8,-135.45,-149.4,-132.75,-147.6,-146.7,17.1,-4.500006,18,4.499996,9.000002,-5.849994,19.8,2.249991,-14.4,-10.8,-7.200013,-3.599998,-225,-19.35001,-219.6,-240.75,-34.2,-236.25,-234,-257.4,-229.5,-280.35,-279,-269.0999,-248.4,-274.95,-273.6,-234.0001,-270.9,-258.7501,-27,-24.75,-297,-20.24999,-244.8,-15.75,-293.4,-11.25,-9.000014,-6.749999,-203.4001,-2.249998,-180,-160.2004,-87.30016,1.349667,-28.8,-186.7499,-152.0998,-106.1999,-21.6,-59.85,-18.00001,-185.8501,-14.4,-12.60001,-193.5,-8.999987,-7.200013,-5.400011,-179.1,-180.4503,0,-156.6,-42.30001,-202.5001,-187.1999,-38.25,-182.7,-153.9003,-34.2,-32.85,17.99999,-30.15,-172.8,23.4,-160.2,-24.75001,-223.2,-22.05,-20.69999,-19.35,-198.0001,-16.65,-214.1999,-13.95,-176.4,-179.9997,-92.7001,-84.5998,14.4,-270.4502,-162.0003,-17.09984,-1.799998,-0.4499983,-168.3001,-123.7498,-107.9999,-60.74995,6.299998,-54.89999,8.999995,10.35001,11.70001,-203.4,-208.8002,-119.2501,-64.80013,-46.79989,-293.4003,-217.3507,-112.5005,21.15013,-244.8018,-54.00078,-263.6997,-85.50184,-239.4011,-76.05051,-326.7,-325.35,-324,-35.1,-107.1,-33.30001,-32.40001,-31.5,-204.3001,-170.9999,-187.1999,-102.1502,-67.49934,-7.649421,-25.2,-24.29999,-23.4,-22.49999,-223.2,-20.7,-197.0999,-169.1998,-18.00001,-17.1,-144.9001,-150.7502,-133.1999,-92.25059,-12.60001,-163.7999,-196.2,-121.0501,-107.9993,-72.45035,-7.200013,-175.05,-135.0003,-170.9996,-91.79991,-2.700015,-203.4002,-202.5001
