1,2,3,4,5,6,7,8,9,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835,840,845,850,855,860,865,870,875,880,885,890,895,900,905,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995
0.5333385,-0.0988392,-0.6491596,-0.9408289,-1.001956,-1.050548,-1.140765,-1.188962,-1.360325,-1.649311,-3.095675,-4.183629,-7.141695,-10.08261,-12.29962,-15.58323,-14.44434,-15.75419,-14.55938,-22.01579,-19.54105,-18.56832,-19.18951,-20.44619,-18.57092,-18.21564,-19.28504,-18.39208,-19.08162,-22.57541,-20.87506,-20.78892,-19.39458,-18.64326,-15.86565,-17.53002,-17.87597,-17.91029,-18.84832,-18.95745,-19.76974,-18.41906,-21.51414,-20.31249,-21.0878,-21.04204,-21.49905,-22.06456,-21.54197,-22.71931,-23.44022,-23.55329,-24.46572,-25.23513,-25.49155,-26.91735,-25.95519,-27.11645,-29.04349,-29.00062,-27.94948,-28.8195,-29.1378,-28.16464,-30.13688,-28.41563,-27.63299,-28.13453,-25.70369,-22.36228,-21.87633,-19.39177,-20.44093,-19.45528,-21.97975,-23.467,-25.59439,-25.61368,-28.10103,-29.7553,-29.39106,-29.17332,-29.64754,-32.31028,-32.40627,-32.43278,-31.7524,-32.87355,-34.7995,-34.53476,-35.40741,-40.23813,-35.85222,-40.73713,-38.59983,-37.39749,-51.00469,-39.33528,-43.20505,-42.97186,-39.78327,-40.27322,-43.81609,-41.22023,-45.34342,-42.4693,-48.1026,-42.79301,-43.67109,-45.01201,-45.83211,-43.37638,-40.67027,-41.92336,-40.76667,-40.46851,-47.17528,-44.14439,-44.27597,-41.88185,-43.4184,-45.07393,-45.43972,-42.4557,-43.87011,-43.12254,-44.38946,-44.28482,-44.23533,-44.61821,-45.39482,-43.62844,-45.11337,-48.58742,-44.89504,-44.46833,-42.90305,-49.55793,-46.22634,-46.26018,-44.35261,-46.76099,-43.53404,-46.97575,-43.076,-45.10293,-49.74553,-45.7144,-46.81902,-50.48883,-52.53925,-47.28551,-48.24445,-47.39376,-50.67334,-45.18767,-52.32562,-48.67425,-50.42842,-44.31355,-45.70491,-47.65123,-53.50308,-54.7822,-49.77233,-51.55087,-50.16481,-45.95539,-51.01268,-49.22469,-61.1332,-51.39585,-51.58805,-49.71363,-64.02097,-52.58553,-54.89995,-53.6766,-52.17008,-52.35172,-48.6312,-54.67807,-46.95083,-47.56617,-46.04062,-52.13747,-47.18482,-52.50881,-53.06831,-47.40569,-50.35441,-48.95137,-57.19417,-50.68427,-54.51404,-49.94661,-53.04996,-52.67004,-49.84764,-53.04284,-55.3459,-48.11211,-52.80326,-57.07546,-54.45538,-52.73201,-52.34257
-18.72,-23.04,-24.57,-23.76,-23.85,-24.3,-25.02,-26.64,-28.53,-29.7,-38.25001,-46.8,-58.5,-66.60001,-72.9,-82.8,-90.9,-72,-71.1,-104.4,-92.25,-85.5,-105.75,-86.4,-111.15,-107.1,-103.05,-108,-113.85,-90.9,-66.15,-82.80001,-112.5,-121.5,-131.4,-129.6,-127.8,-139.5,-138.15,-129.6,-150.3,-149.4,-148.5,-147.6,-163.35,-162.9,-162.45,-162,-161.55,-170.1,-180,-160.2,-180,-180,-169.2,-180,-202.05,-180,-180,-180,-180,-180,-155.25,-154.8,-154.35,-153.9,-153.45,-126,-152.55,-152.1,-151.65,-180,-180,-211.5,-210.15,-210.6,-24.75,-234,-200.25,-198,-245.7,-213.3,-225,-223.2,-221.4,-219.6,-217.8,-216,-250.65,-249.3,-247.95,-246.6,-245.25,-205.2,-242.55,-241.2,-239.85,-238.5,-237.15,-277.2,-276.3,-233.1,-274.5,-230.4,-272.7,-271.8,-270.9,-270,-269.1,-268.2,-267.3,-266.4,-265.5,-264.6,-263.7,-262.8,-261.9,-261,-260.1,-259.2,-309.15,-257.4,24.75001,-255.6,-254.7,-253.8,-252.9,-252,-251.1,-250.2,-13.95,-248.4,-11.24999,-246.6,-245.7,-302.4,-301.95,-301.5,-3.149998,-300.6,-0.4499983,9.899912,2.250006,-21.59996,-298.35,-297.9,-54.89999,8.999995,-13.04988,-9.899731,18.44994,-288.0004,15.75,-9.000029,-9.449964,14.39988,-297.4503,-225.0003,23.85,3.599839,6.74988,-326.7,-276.7505,-203.4003,-177.3002,-128.6998,13.95025,-324,-23.84999,10.7997,-292.0502,-286.2002,-258.7503,-209.7004,-139.0498,-46.79986,-292.9504,-233.9989,-77.3991,23.40081,-215.0982,-72.89956,-22.49999,1.888275E-05,-36.44996,27.00015,-329.3997,-225.0004,-181.3499,-117.9006,-34.65066,-14.39968,-252.0012,-193.5009,-31.94934,-295.1998,-179.5504,-44.99781,-251.5509,-79.20245,-247.9499,-37.80215,-256.4977,-97.19962,-191.2535,4.496951,-141.751
