"Frequency Response"
"MeasureMode=HighPrecision"
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
121,570.000000,-21.167387,-212.621458,570.000000,-21.792864,-210.107969
122,575.000000,-21.254016,-212.935485,575.000000,-21.871491,-210.423355
123,580.000000,-21.341349,-214.784825,580.000000,-21.941139,-212.169840
124,585.000000,-21.523231,-215.644356,585.000000,-22.105321,-213.023205
125,590.000000,-21.507552,-217.086977,590.000000,-22.081132,-214.366998
126,595.000000,-22.023875,-217.606979,595.000000,-22.561516,-215.002635
127,600.000000,-21.820979,-218.612833,600.000000,-22.364407,-215.888322
128,605.000000,-21.891657,-220.540249,605.000000,-22.417497,-217.719759
129,610.000000,-22.307514,-220.999205,610.000000,-22.805920,-218.276967
130,615.000000,-22.361269,-222.199519,615.000000,-22.848408,-219.425838
131,620.000000,-22.609553,-224.408994,620.000000,-23.067788,-221.591474
132,625.000000,-22.401360,-224.873517,625.000000,-22.867292,-221.966360
133,630.000000,-23.256181,-225.743367,630.000000,-23.672729,-223.053735
134,635.000000,-22.754008,-227.199353,635.000000,-23.184761,-224.284588
135,640.000000,-23.275951,-228.276678,640.000000,-23.674013,-225.474164
136,645.000000,-23.518366,-229.527214,645.000000,-23.896722,-226.743151
137,650.000000,-23.535819,-231.758404,650.000000,-23.897426,-228.884127
138,655.000000,-23.678759,-231.523139,655.000000,-24.036102,-228.703610
139,660.000000,-24.218459,-232.454133,660.000000,-24.547773,-229.762019
140,665.000000,-24.425496,-232.677043,665.000000,-24.745486,-230.037705
141,670.000000,-24.508879,-236.174749,670.000000,-24.801863,-233.435322
142,675.000000,-24.794479,-236.440604,675.000000,-25.076028,-233.778128
143,680.000000,-25.038308,-237.870445,680.000000,-25.302357,-235.234337
144,685.000000,-25.233400,-240.267947,685.000000,-25.475366,-237.618190
145,690.000000,-25.783339,-241.466473,690.000000,-26.002384,-238.943549
146,695.000000,-25.991605,-240.487547,695.000000,-26.211526,-238.047934
147,700.000000,-26.348981,-240.860568,700.000000,-26.557585,-238.507702
148,705.000000,-26.638096,-240.277268,705.000000,-26.843145,-238.013585
149,710.000000,-26.582285,-240.054207,710.000000,-26.789994,-237.781704
150,715.000000,-27.056537,-243.801540,715.000000,-27.231687,-241.565025
151,720.000000,-27.334021,-242.168326,720.000000,-27.512628,-240.034286
152,725.000000,-27.707572,-239.072635,725.000000,-27.894651,-237.091689
153,730.000000,-27.649549,-238.249702,730.000000,-27.842131,-236.274099
154,735.000000,-27.804360,-237.802658,735.000000,-27.995729,-235.871132
155,740.000000,-27.053691,-236.295257,740.000000,-27.270708,-234.231034
156,745.000000,-27.749577,-236.771632,745.000000,-27.947326,-234.851638
157,750.000000,-27.385339,-235.736077,750.000000,-27.596985,-233.761030
158,755.000000,-27.745299,-237.358647,755.000000,-27.940220,-235.424280
159,760.000000,-27.720712,-237.919234,760.000000,-27.913371,-235.966803
160,765.000000,-27.101494,-235.166501,765.000000,-27.323241,-233.142100
161,770.000000,-26.697974,-238.426751,770.000000,-26.912222,-236.223604
162,775.000000,-26.298443,-245.984677,775.000000,-26.476128,-243.500796
163,780.000000,-26.994138,-251.513846,780.000000,-27.123958,-249.120294
164,785.000000,-27.823089,-253.386176,785.000000,-27.929839,-251.182142
165,790.000000,-28.687882,-258.448701,790.000000,-28.757172,-256.400040
166,795.000000,-29.028597,-251.847397,795.000000,-29.128569,-249.943678
167,800.000000,-28.843465,-248.954454,800.000000,-28.960235,-247.048071
168,805.000000,-29.376942,-252.002599,805.000000,-29.472083,-250.171107
169,810.000000,-29.582179,-251.981239,810.000000,-29.675110,-250.192291
170,815.000000,-29.994970,-257.244324,815.000000,-30.059517,-255.488981
171,820.000000,-30.122729,-253.358003,820.000000,-30.203750,-251.662044
172,825.000000,-30.895598,-252.143698,825.000000,-30.974384,-250.601946
173,830.000000,-32.045445,-250.204906,830.000000,-32.120999,-248.869357
174,835.000000,-32.324303,-242.197175,835.000000,-32.423736,-240.984639
175,840.000000,-32.532907,-239.136131,840.000000,-32.639283,-237.988317
176,845.000000,-32.132650,-239.208183,845.000000,-32.243869,-238.006000
177,850.000000,-32.368220,-231.527796,850.000000,-32.498856,-230.463857
178,855.000000,-32.073822,-230.535923,855.000000,-32.211801,-229.451525
179,860.000000,-31.126476,-225.863596,860.000000,-31.294541,-224.743239
180,865.000000,-30.501984,-225.393841,865.000000,-30.684035,-224.201496
181,870.000000,-29.727479,-230.902287,870.000000,-29.907079,-229.480891
182,875.000000,-29.703891,-233.177231,875.000000,-29.875439,-231.705745
183,880.000000,-30.139575,-237.246919,880.000000,-30.287468,-235.772577
184,885.000000,-30.453467,-233.742352,885.000000,-30.608752,-232.380099
185,890.000000,-30.910615,-233.031019,890.000000,-31.060271,-231.749660
186,895.000000,-30.064849,-232.952010,895.000000,-30.230194,-231.543594
187,900.000000,-30.162172,-237.314545,900.000000,-30.309418,-235.842809
188,905.000000,-30.457938,-237.426735,905.000000,-30.599787,-236.001610
189,910.000000,-30.774744,-238.566875,910.000000,-30.907351,-237.174123
190,915.000000,-31.253396,-238.997309,915.000000,-31.377331,-237.671905
191,920.000000,-30.891423,-236.351025,920.000000,-31.030075,-235.011300
192,925.000000,-30.528319,-235.734581,925.000000,-30.675175,-234.349049
193,930.000000,-31.137363,-237.521857,930.000000,-31.268108,-236.200895
194,935.000000,-31.293366,-235.759478,935.000000,-31.427660,-234.488570
195,940.000000,-31.065756,-235.155427,940.000000,-31.205688,-233.861046
196,945.000000,-31.003160,-236.975863,945.000000,-31.137863,-235.643136
197,950.000000,-31.461710,-239.122164,950.000000,-31.582254,-237.825977
198,955.000000,-31.582635,-234.530124,955.000000,-31.716406,-233.319014
199,960.000000,-31.234571,-235.801050,960.000000,-31.369645,-234.520992
200,965.000000,-31.857757,-232.180479,965.000000,-31.994408,-231.042777
201,970.000000,-31.261041,-238.931189,970.000000,-31.385095,-237.607889
202,975.000000,-31.405802,-235.280460,975.000000,-31.539916,-234.033058
203,980.000000,-32.170869,-238.701786,980.000000,-32.283173,-237.511381
204,985.000000,-31.027765,-238.927187,985.000000,-31.155248,-237.568453
205,990.000000,-31.281915,-231.938985,990.000000,-31.428739,-230.728697
206,995.000000,-32.084051,-236.675826,995.000000,-32.203781,-235.501064
207,1000.000000,-31.604296,-239.102956,1000.000000,-31.722919,-237.827851
