"Frequency Response"
"Axis-2: 1 - 1000Hz, MeasureMode=HighPrecision"
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
87,400.000000,-22.774340,-169.022300,400.000000,-23.373517,-169.762224
88,405.000000,-21.941693,-169.748509,405.000000,-22.600392,-170.504403
89,410.000000,-21.339273,-177.330492,410.000000,-22.052872,-177.541176
90,415.000000,-21.488449,-186.230627,415.000000,-22.187371,-185.747221
91,420.000000,-22.057867,-189.059847,420.000000,-22.710183,-188.399442
92,425.000000,-21.890969,-191.335100,425.000000,-22.551262,-190.495561
93,430.000000,-21.866312,-199.419307,430.000000,-22.505867,-197.991602
94,435.000000,-22.495287,-205.504484,435.000000,-23.068397,-203.771380
95,440.000000,-23.084702,-209.937610,440.000000,-23.601710,-208.048463
96,445.000000,-23.212867,-212.404044,445.000000,-23.710552,-210.400696
97,450.000000,-23.871940,-216.780907,450.000000,-24.312129,-214.692271
98,455.000000,-24.172098,-217.767352,455.000000,-24.592433,-215.698780
99,460.000000,-24.815187,-221.512086,460.000000,-25.186777,-219.421595
100,465.000000,-25.102307,-222.028629,465.000000,-25.459217,-219.982156
101,470.000000,-25.497506,-223.743879,470.000000,-25.829927,-221.718675
102,475.000000,-26.061526,-225.782454,475.000000,-26.363017,-223.808244
103,480.000000,-26.161377,-228.230387,480.000000,-26.446939,-226.195658
104,485.000000,-26.558587,-226.410779,485.000000,-26.840296,-224.522327
105,490.000000,-27.052017,-228.378577,490.000000,-27.308988,-226.531910
106,495.000000,-27.432236,-231.458355,495.000000,-27.663806,-229.603537
107,500.000000,-27.774147,-234.322122,500.000000,-27.983269,-232.465359
108,505.000000,-28.209489,-235.126290,505.000000,-28.404600,-233.339818
109,510.000000,-28.694798,-234.243575,510.000000,-28.883050,-232.571234
110,515.000000,-28.583971,-234.571994,515.000000,-28.773219,-232.871402
111,520.000000,-28.585819,-236.066236,520.000000,-28.768385,-234.333701
112,525.000000,-29.417046,-240.244918,525.000000,-29.565237,-238.590983
113,530.000000,-29.409409,-238.071067,530.000000,-29.566977,-236.454521
114,535.000000,-29.785237,-240.961836,535.000000,-29.924214,-239.363651
115,540.000000,-30.038180,-240.832468,540.000000,-30.173629,-239.281484
116,545.000000,-30.391367,-242.783499,545.000000,-30.513684,-241.264596
117,550.000000,-30.585335,-243.371952,550.000000,-30.702616,-241.877964
118,555.000000,-30.957683,-243.721434,555.000000,-31.068649,-242.284756
119,560.000000,-31.232866,-244.433152,560.000000,-31.337712,-243.031867
120,565.000000,-31.475541,-245.365244,565.000000,-31.574111,-243.991156
121,570.000000,-31.776897,-245.518475,570.000000,-31.871509,-244.189022
122,575.000000,-31.827559,-247.569226,575.000000,-31.914454,-246.225619
123,580.000000,-32.136593,-247.107249,580.000000,-32.221953,-245.814745
124,585.000000,-32.443225,-248.719644,585.000000,-32.520258,-247.456436
125,590.000000,-32.490946,-248.966600,590.000000,-32.566733,-247.708035
126,595.000000,-33.062570,-249.670480,595.000000,-33.131242,-248.485639
127,600.000000,-33.156422,-250.587562,600.000000,-33.221508,-249.408168
128,605.000000,-33.411110,-251.296785,605.000000,-33.472131,-250.146028
129,610.000000,-33.786021,-251.806987,610.000000,-33.842922,-250.701047
130,615.000000,-33.868273,-254.414104,615.000000,-33.917056,-253.302305
131,620.000000,-34.343900,-253.292435,620.000000,-34.393107,-252.245887
132,625.000000,-34.325742,-255.061469,625.000000,-34.370149,-254.002927
133,630.000000,-34.889481,-255.608738,630.000000,-34.929586,-254.613747
134,635.000000,-34.963908,-255.994952,635.000000,-35.002656,-255.006613
135,640.000000,-35.135520,-255.903560,640.000000,-35.173719,-254.934884
136,645.000000,-35.631836,-258.326627,645.000000,-35.661978,-257.402002
137,650.000000,-35.728722,-256.891223,650.000000,-35.761968,-255.982199
138,655.000000,-35.745081,-259.090152,655.000000,-35.772978,-258.174836
139,660.000000,-36.042876,-259.517314,660.000000,-36.068802,-258.631402
140,665.000000,-36.325510,-259.708285,665.000000,-36.350142,-258.850087
141,670.000000,-36.939883,-261.806507,670.000000,-36.958330,-261.001565
142,675.000000,-37.758265,-261.842391,675.000000,-37.774915,-261.109614
143,680.000000,-37.827412,-264.074194,680.000000,-37.839626,-263.343347
144,685.000000,-38.036327,-264.111637,685.000000,-38.048165,-263.398081
145,690.000000,-38.830688,-263.713604,690.000000,-38.842123,-263.062866
146,695.000000,-39.020409,-262.778437,695.000000,-39.033157,-262.143084
