"Frequency Response"
"MeasureMode=HighPrecision"
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
167,800.000000,-31.996585,-263.529802,800.000000,-21.343983,-251.169268
168,805.000000,-32.286681,-270.022301,805.000000,-21.724419,-257.483884
169,810.000000,-33.119169,-273.675476,810.000000,-22.554189,-261.516606
170,815.000000,-33.787336,-271.419215,815.000000,-23.147793,-259.372745
171,820.000000,-33.552283,-269.913628,820.000000,-22.975535,-258.188280
172,825.000000,-33.665791,-275.610317,825.000000,-22.808836,-263.039632
173,830.000000,-33.974712,-279.106011,830.000000,-23.397579,-265.654142
174,835.000000,-34.439389,-277.663442,835.000000,-23.651767,-265.381119
175,840.000000,-34.567420,-275.194439,840.000000,-23.960024,-263.839120
176,845.000000,-34.480259,-276.626894,845.000000,-23.750401,-265.486408
177,850.000000,-34.614721,-278.277334,850.000000,-23.952089,-267.272170
178,855.000000,-35.126309,-280.173435,855.000000,-24.510207,-268.139797
179,860.000000,-35.106967,-280.590912,860.000000,-24.405948,-269.426747
180,865.000000,-35.429072,-281.245812,865.000000,-24.636648,-271.196637
181,870.000000,-35.472663,-283.779367,870.000000,-24.810123,-272.678195
182,875.000000,-35.995720,-284.815005,875.000000,-25.171595,-273.300187
183,880.000000,-36.135505,-285.713338,880.000000,-25.504833,-275.823211
184,885.000000,-36.459793,-287.273542,885.000000,-25.777124,-275.532758
185,890.000000,-36.613579,-285.441453,890.000000,-25.872943,-274.643345
186,895.000000,-36.889618,-286.480006,895.000000,-26.161177,-275.229887
187,900.000000,-37.191480,-285.448966,900.000000,-26.375000,-274.891137
188,905.000000,-37.199337,-284.462847,905.000000,-26.536989,-274.482012
189,910.000000,-37.390116,-286.009797,910.000000,-26.515637,-274.898997
190,915.000000,-37.753902,-283.669901,915.000000,-26.890820,-273.975199
191,920.000000,-37.175542,-284.960344,920.000000,-26.534542,-274.879818
192,925.000000,-37.483804,-286.475685,925.000000,-26.604014,-276.558125
193,930.000000,-36.980405,-288.396769,930.000000,-26.365763,-278.476317
194,935.000000,-37.345491,-290.511989,935.000000,-26.688459,-280.956001
195,940.000000,-37.806374,-291.458752,940.000000,-27.019883,-281.685123
196,945.000000,-37.786583,-292.607560,945.000000,-27.083405,-281.403300
197,950.000000,-38.149108,-292.518686,950.000000,-27.179450,-283.026916
198,955.000000,-38.071125,-292.417088,955.000000,-27.369267,-283.229682
199,960.000000,-38.544063,-294.319030,960.000000,-27.521276,-284.581683
200,965.000000,-38.696472,-294.950010,965.000000,-27.804708,-284.876827
201,970.000000,-38.655484,-295.639247,970.000000,-27.911009,-286.363084
202,975.000000,-38.853576,-296.424234,975.000000,-28.072984,-286.305904
203,980.000000,-39.159495,-296.529071,980.000000,-28.286022,-287.926415
204,985.000000,-39.181844,-297.623143,985.000000,-28.603543,-288.212337
205,990.000000,-39.281840,-297.137960,990.000000,-28.322009,-288.204518
206,995.000000,-39.310852,-299.842046,995.000000,-28.648443,-289.750724
207,1000.000000,-39.630766,-299.108453,1000.000000,-28.706145,-292.108858
