"Frequency Response"
""
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
146,695.000000,-26.308951,-246.540384,695.000000,-26.482832,-244.047805
147,700.000000,-19.430505,-247.204433,700.000000,-19.821237,-241.804549
148,705.000000,-24.734970,-244.877336,705.000000,-24.957562,-241.944586
149,710.000000,-38.395604,-219.640978,710.000000,-38.475941,-219.205333
150,715.000000,-23.215510,-242.104099,715.000000,-23.506873,-238.720453
151,720.000000,-22.623962,-245.153203,720.000000,-22.908016,-241.430634
152,725.000000,-31.920180,-252.792403,725.000000,-31.987586,-251.415519
153,730.000000,-21.302485,-243.444241,730.000000,-21.654266,-239.204044
154,735.000000,-29.008628,-249.880797,735.000000,-29.118584,-247.997463
155,740.000000,-27.486562,-258.422341,740.000000,-27.567181,-256.072937
156,745.000000,-19.996373,-249.534071,745.000000,-20.330480,-244.359513
157,750.000000,-25.653677,-251.325036,750.000000,-25.807785,-248.542667
158,755.000000,-50.845219,-283.925723,755.000000,-50.839253,-283.766060
159,760.000000,-24.559118,-249.193738,760.000000,-24.752483,-246.093300
160,765.000000,-23.446534,-250.661612,765.000000,-23.654535,-247.109780
161,770.000000,-22.709848,-261.078836,770.000000,-22.830037,-256.989020
162,775.000000,-33.722812,-239.250961,775.000000,-33.815148,-238.247292
163,780.000000,-30.854804,-276.144412,780.000000,-30.831666,-274.507232
164,785.000000,-21.455638,-253.306169,785.000000,-21.691204,-248.784358
165,790.000000,-29.295104,-253.784435,790.000000,-29.382514,-251.916147
166,795.000000,-28.165257,-260.605257,795.000000,-28.226826,-258.412337
167,800.000000,-27.641483,-261.284057,800.000000,-27.703127,-258.950374
168,805.000000,-26.167016,-262.119882,805.000000,-26.235517,-259.350420
169,810.000000,-25.508721,-263.436950,810.000000,-25.573109,-260.439099
170,815.000000,-41.235946,-357.753579,815.000000,-41.160338,-357.733929
171,820.000000,-24.317674,-253.722568,820.000000,-24.478811,-250.436676
172,825.000000,-23.440866,-263.783972,825.000000,-23.523035,-259.984455
173,830.000000,-39.389513,-257.017834,830.000000,-39.410894,-256.420330
174,835.000000,-31.814147,-296.938175,835.000000,-31.714902,-295.612199
175,840.000000,-22.254587,-252.554582,840.000000,-22.475579,-248.440560
176,845.000000,-31.766887,-265.186980,845.000000,-31.788528,-263.717344
177,850.000000,-31.031163,-275.027848,850.000000,-31.013174,-273.421474
178,855.000000,-28.990416,-268.839067,855.000000,-29.002130,-266.806625
179,860.000000,-28.405979,-266.875401,860.000000,-28.430168,-264.707339
180,865.000000,-27.216472,-267.414637,865.000000,-27.241713,-264.927321
181,870.000000,-26.205569,-267.403155,870.000000,-26.235135,-264.610022
182,875.000000,-33.470698,-388.516932,875.000000,-33.307785,-389.108004
183,880.000000,-25.372643,-253.557378,880.000000,-25.515328,-250.643919
184,885.000000,-24.254358,-269.703727,885.000000,-24.273374,-266.198477
185,890.000000,-47.302865,-343.080424,890.000000,-47.266951,-343.008195
186,895.000000,-31.660566,-333.085568,895.000000,-31.456509,-332.392015
187,900.000000,-23.299111,-249.850922,900.000000,-23.518441,-246.261226
188,905.000000,-37.193375,-292.223102,905.000000,-37.148591,-291.486584
189,910.000000,-33.565292,-304.924159,910.000000,-33.461668,-303.926855
190,915.000000,-30.967337,-290.190425,915.000000,-30.885232,-288.654497
191,920.000000,-31.135819,-279.609178,920.000000,-31.098775,-278.034826
192,925.000000,-30.688995,-274.102079,925.000000,-30.674527,-272.429664
193,930.000000,-29.985209,-266.382902,930.000000,-30.006871,-264.575790
194,935.000000,-29.482008,-261.142421,935.000000,-29.531511,-259.252623
195,940.000000,-28.107176,-266.081686,940.000000,-28.137128,-263.841105
196,945.000000,-26.387281,-277.850638,945.000000,-26.340136,-275.114164
197,950.000000,-33.832141,-410.624864,950.000000,-33.720423,-411.537514
198,955.000000,-25.679702,-257.099627,955.000000,-25.790852,-254.231099
199,960.000000,-33.587566,-383.036124,960.000000,-33.418996,-383.514424
200,965.000000,-24.510414,-258.685932,965.000000,-24.625627,-255.385593
201,970.000000,-37.661061,-366.913528,970.000000,-37.547459,-367.004996
202,975.000000,-32.669920,-336.481166,975.000000,-32.483102,-335.937914
203,980.000000,-23.149450,-252.977757,980.000000,-23.343042,-249.246783
204,985.000000,-41.171341,-294.753801,985.000000,-41.139776,-294.297470
205,990.000000,-37.363816,-300.848703,990.000000,-37.303869,-300.177750
206,995.000000,-35.673357,-293.594654,995.000000,-35.616955,-292.724939
207,1000.000000,-33.187452,-284.559158,1000.000000,-33.141456,-283.337617
