"Frequency Response"
"Axis-1: 1 - 1000Hz"
"Index","Time","TCMD","FRTCM","FREQ"
"","msec","%","%","Hz"
0,0.000000,0.082394946443285,0.000000000000000,1.000000000000000
1,0.250000,0.027464982147762,0.000000000000000,1.000000000000000
2,0.500000,-0.013732491073881,0.000000000000000,1.000000000000000
3,0.750000,0.068662455369404,0.000000000000000,1.000000000000000
4,1.000000,0.082394946443285,0.000000000000000,1.000000000000000
5,1.250000,0.000000000000000,0.000000000000000,1.000000000000000
6,1.500000,0.068662455369404,0.000000000000000,1.000000000000000
7,1.750000,0.027464982147762,0.000000000000000,1.000000000000000
8,2.000000,0.000000000000000,0.000000000000000,1.000000000000000
9,2.250000,0.068662455369404,0.000000000000000,1.000000000000000
10,2.500000,0.027464982147762,0.000000000000000,1.000000000000000
11,2.750000,0.068662455369404,0.000000000000000,1.000000000000000
12,3.000000,0.068662455369404,0.000000000000000,1.000000000000000
13,3.250000,0.000000000000000,0.000000000000000,1.000000000000000
14,3.500000,0.082394946443285,0.000000000000000,1.000000000000000
15,3.750000,0.068662455369404,0.000000000000000,1.000000000000000
16,4.000000,-0.013732491073881,0.000000000000000,1.000000000000000
17,4.250000,0.068662455369404,0.000000000000000,1.000000000000000
18,4.500000,0.082394946443285,0.000000000000000,1.000000000000000
19,4.750000,0.027464982147762,0.000000000000000,1.000000000000000
20,5.000000,0.027464982147762,0.000000000000000,1.000000000000000
21,5.250000,0.027464982147762,0.000000000000000,1.000000000000000
22,5.500000,0.027464982147762,0.000000000000000,1.000000000000000
23,5.750000,0.054929964295523,0.000000000000000,1.000000000000000
24,6.000000,0.000000000000000,0.000000000000000,1.000000000000000
25,6.250000,0.068662455369404,0.000000000000000,1.000000000000000
26,6.500000,-0.013732491073881,0.000000000000000,1.000000000000000
27,6.750000,-0.027464982147762,0.000000000000000,1.000000000000000
28,7.000000,0.068662455369404,0.000000000000000,1.000000000000000
29,7.250000,0.027464982147762,0.000000000000000,1.000000000000000
30,7.500000,0.000000000000000,0.000000000000000,1.000000000000000
31,7.750000,0.068662455369404,0.000000000000000,1.000000000000000
