"Frequency Response"
"MeasureMode=HighPrecision"
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
87,400.000000,-25.486499,-184.088498,400.000000,-25.935417,-183.882233
88,405.000000,-25.325350,-186.941442,405.000000,-25.780432,-186.585509
89,410.000000,-25.270737,-190.344003,410.000000,-25.724812,-189.811781
90,415.000000,-25.508655,-193.813710,415.000000,-25.945484,-193.123738
91,420.000000,-25.281636,-193.020670,420.000000,-25.731125,-192.353338
92,425.000000,-25.548316,-196.584708,425.000000,-25.977938,-195.762950
93,430.000000,-25.494228,-199.311102,430.000000,-25.920345,-198.352681
94,435.000000,-25.286771,-202.276146,435.000000,-25.715104,-201.151241
95,440.000000,-25.653696,-207.194318,440.000000,-26.049837,-205.889368
96,445.000000,-25.906676,-208.356866,445.000000,-26.287824,-207.037308
97,450.000000,-26.045492,-210.512628,450.000000,-26.413341,-209.122261
98,455.000000,-26.338602,-212.681517,455.000000,-26.686756,-211.248673
99,460.000000,-26.574824,-216.089489,460.000000,-26.901073,-214.564485
100,465.000000,-27.068193,-216.951428,465.000000,-27.373377,-215.477502
101,470.000000,-27.158710,-218.614397,470.000000,-27.454432,-217.098432
102,475.000000,-27.678114,-219.446610,475.000000,-27.953702,-217.989462
103,480.000000,-27.685747,-223.061228,480.000000,-27.947076,-221.494104
104,485.000000,-27.956593,-221.261695,485.000000,-28.216826,-219.794313
105,490.000000,-28.465787,-222.849594,490.000000,-28.705508,-221.419219
106,495.000000,-28.820211,-226.772049,495.000000,-29.035953,-225.296740
107,500.000000,-29.153189,-230.758516,500.000000,-29.345685,-229.245293
108,505.000000,-29.613860,-232.103986,505.000000,-29.791313,-230.639278
109,510.000000,-30.150530,-230.814136,510.000000,-30.321867,-229.460731
110,515.000000,-30.409704,-229.216275,515.000000,-30.581369,-227.933088
111,520.000000,-30.337655,-229.415054,520.000000,-30.510086,-228.117426
112,525.000000,-30.884995,-231.324492,525.000000,-31.040729,-230.069608
113,530.000000,-30.737367,-228.089454,530.000000,-30.906245,-226.874595
114,535.000000,-31.144604,-233.249015,535.000000,-31.289550,-231.997476
115,540.000000,-31.384859,-231.996275,540.000000,-31.529766,-230.799050
116,545.000000,-31.856315,-235.799196,545.000000,-31.981994,-234.606312
117,550.000000,-31.766235,-233.148673,550.000000,-31.901421,-231.983805
118,555.000000,-32.329837,-234.768474,555.000000,-32.451822,-233.652409
119,560.000000,-32.545821,-235.733710,560.000000,-32.662031,-234.631527
120,565.000000,-33.000946,-236.597631,565.000000,-33.108809,-235.540078
121,570.000000,-33.180011,-235.733430,570.000000,-33.287986,-234.707894
122,575.000000,-33.278499,-237.091452,575.000000,-33.381619,-236.060814
123,580.000000,-33.546605,-238.428211,580.000000,-33.643045,-237.413307
124,585.000000,-34.277093,-238.703261,585.000000,-34.365019,-237.766568
125,590.000000,-34.010039,-238.430826,590.000000,-34.101421,-237.468070
126,595.000000,-34.687382,-238.707328,595.000000,-34.771212,-237.813396
127,600.000000,-35.028286,-236.691917,600.000000,-35.113356,-235.851420
128,605.000000,-34.788679,-237.716185,605.000000,-34.873812,-236.842172
129,610.000000,-34.998933,-233.523379,610.000000,-35.091157,-232.712626
130,615.000000,-35.091937,-239.328597,615.000000,-35.170528,-238.469257
131,620.000000,-35.055173,-237.986079,620.000000,-35.137115,-237.135652
132,625.000000,-35.575444,-239.170761,625.000000,-35.650085,-238.358915
133,630.000000,-35.676587,-243.162188,630.000000,-35.741778,-242.327442
134,635.000000,-36.080618,-239.309549,635.000000,-36.150733,-238.542071
135,640.000000,-36.513338,-237.932940,640.000000,-36.582643,-237.213319
136,645.000000,-37.473867,-240.481307,645.000000,-37.531502,-239.818825
137,650.000000,-37.251847,-240.957894,650.000000,-37.310130,-240.275133
138,655.000000,-37.444764,-245.707955,655.000000,-37.493229,-245.010992
139,660.000000,-37.659503,-238.786822,660.000000,-37.718774,-238.149610
140,665.000000,-38.093157,-238.841591,665.000000,-38.149439,-238.234854
141,670.000000,-38.401636,-235.781910,670.000000,-38.460575,-235.216250
142,675.000000,-38.977524,-232.897282,675.000000,-39.036613,-232.386708
143,680.000000,-39.178297,-228.553342,680.000000,-39.241557,-228.084676
144,685.000000,-39.448496,-219.555252,685.000000,-39.519761,-219.169635
145,690.000000,-38.924345,-212.308188,690.000000,-39.007196,-211.964874
146,695.000000,-37.692746,-207.531391,695.000000,-37.792781,-207.189924
147,700.000000,-36.893822,-207.437941,700.000000,-37.003542,-207.065163
148,705.000000,-36.270493,-204.472495,705.000000,-36.391275,-204.112885
149,710.000000,-34.484217,-202.431127,710.000000,-34.634636,-202.025645
150,715.000000,-33.243500,-208.632463,715.000000,-33.408345,-208.046028
151,720.000000,-32.562324,-214.784486,720.000000,-32.729433,-214.029546
152,725.000000,-31.786413,-222.070161,725.000000,-31.952083,-221.100455
153,730.000000,-31.700133,-229.641970,730.000000,-31.846812,-228.525694
154,735.000000,-31.633654,-236.805543,735.000000,-31.759393,-235.567268
155,740.000000,-32.214942,-243.761257,740.000000,-32.310591,-242.515595
156,745.000000,-32.683897,-248.462644,745.000000,-32.759605,-247.235934
157,750.000000,-33.302755,-250.843078,750.000000,-33.365948,-249.681326
158,755.000000,-34.085913,-252.989060,755.000000,-34.137503,-251.912981
159,760.000000,-34.660011,-252.719007,760.000000,-34.708935,-251.712915
160,765.000000,-34.665273,-252.753063,765.000000,-34.714077,-251.747380
161,770.000000,-34.842457,-253.092970,770.000000,-34.889369,-252.105585
162,775.000000,-35.011670,-251.962109,775.000000,-35.060527,-250.999988
