"Frequency Response"
"Axis-2: 10 - 1000Hz"
"Index","Frequency","Gain","Phase"
78,400.000000,-34.853043,-222.414861
79,405.000000,-35.883753,-220.262815
80,410.000000,-36.458322,-221.816338
81,415.000000,-36.439885,-219.843330
82,420.000000,-36.642911,-221.851195
83,425.000000,-37.665625,-220.861702
84,430.000000,-37.531347,-219.578852
85,435.000000,-37.516289,-223.530768
86,440.000000,-38.258199,-222.654666
87,445.000000,-38.578215,-225.153571
88,450.000000,-38.615061,-219.789331
89,455.000000,-39.052471,-227.849056
90,460.000000,-40.588130,-220.925958
91,465.000000,-38.635995,-229.451006
92,470.000000,-40.457351,-222.754789
93,475.000000,-40.985717,-233.814840
94,480.000000,-40.273427,-227.806282
95,485.000000,-41.622953,-218.701557
96,490.000000,-41.857334,-220.888370
97,495.000000,-44.100719,-227.533563
98,500.000000,-43.514323,-224.484325
99,505.000000,-43.896682,-228.938636
100,510.000000,-44.186754,-223.250205
101,515.000000,-43.495139,-227.065909
102,520.000000,-43.315380,-220.541118
103,525.000000,-44.561018,-231.992109
104,530.000000,-46.612417,-228.519190
105,535.000000,-44.649532,-223.999888
106,540.000000,-46.614422,-237.270690
107,545.000000,-47.662654,-212.359324
108,550.000000,-48.183432,-231.675101
109,555.000000,-48.299143,-222.607430
110,560.000000,-47.463062,-227.501583
111,565.000000,-50.137794,-213.903686
112,570.000000,-49.647111,-221.181189
113,575.000000,-48.186278,-235.822782
114,580.000000,-52.251211,-201.073645
115,585.000000,-54.003373,-212.783714
116,590.000000,-53.657611,-217.264833
117,595.000000,-54.326209,-220.413359
118,600.000000,-58.106642,-226.333126
119,605.000000,-51.946997,-178.369353
120,610.000000,-59.977603,-151.278338
121,615.000000,-56.618538,-205.211499
122,620.000000,-53.765453,-108.595919
123,625.000000,-55.412331,-134.970567
124,630.000000,-54.085994,-132.763323
125,635.000000,-51.893669,-99.823545
126,640.000000,-53.610937,-117.133774
127,645.000000,-46.628203,-89.241188
128,650.000000,-44.048360,-93.629078
129,655.000000,-45.738288,-100.125310
130,660.000000,-44.240454,-103.383074
131,665.000000,-42.227762,-99.723026
132,670.000000,-39.203957,-98.858503
133,675.000000,-37.345531,-100.720814
134,680.000000,-37.253671,-112.030279
135,685.000000,-34.506036,-106.079210
136,690.000000,-33.289246,-122.694920
137,695.000000,-30.698642,-119.699496
138,700.000000,-29.658137,-138.095382
139,705.000000,-27.619621,-149.949341
140,710.000000,-26.350486,-163.574330
141,715.000000,-25.272959,-181.501388
142,720.000000,-24.505138,-197.764016
143,725.000000,-24.198236,-219.297301
144,730.000000,-25.628552,-242.959243
145,735.000000,-26.824392,-273.696470
146,740.000000,-30.382428,-300.098428
147,745.000000,-39.153262,-340.424505
148,750.000000,-41.530076,-166.532177
149,755.000000,-33.422107,-208.432469
150,760.000000,-32.877448,-248.202518
151,765.000000,-35.733789,-283.807718
152,770.000000,-48.448461,-268.119142
153,775.000000,-38.659552,-218.944118
154,780.000000,-36.975237,-247.434298
155,785.000000,-41.128541,-269.363701
156,790.000000,-41.709107,-227.834847
157,795.000000,-39.150968,-243.169220
158,800.000000,-41.372941,-261.917267
159,805.000000,-41.501776,-236.414429
160,810.000000,-40.432565,-246.562287
161,815.000000,-41.649399,-251.041389
162,820.000000,-40.368301,-255.791876
163,825.000000,-42.224806,-259.782309
164,830.000000,-41.784700,-256.242595
165,835.000000,-43.481296,-260.312597
166,840.000000,-42.542323,-259.503757
167,845.000000,-42.792664,-259.717868
168,850.000000,-43.439088,-258.337614
169,855.000000,-43.552840,-263.984036
170,860.000000,-43.768005,-265.542129
171,865.000000,-44.299015,-261.328442
172,870.000000,-44.644021,-260.592104
173,875.000000,-45.329925,-265.384967
174,880.000000,-44.224428,-262.917386
175,885.000000,-46.016278,-263.923164
176,890.000000,-44.709426,-267.377032
177,895.000000,-47.148992,-265.179788
178,900.000000,-44.918733,-263.157113
179,905.000000,-45.220603,-271.421637
180,910.000000,-49.506081,-266.500928
181,915.000000,-46.378333,-269.871452
182,920.000000,-47.115674,-264.617373
183,925.000000,-47.497427,-264.942620
184,930.000000,-47.683205,-272.663017
185,935.000000,-44.807582,-265.698775
186,940.000000,-48.682829,-269.972996
187,945.000000,-48.359391,-271.664736
188,950.000000,-45.607579,-264.185318
189,955.000000,-49.521449,-275.880624
190,960.000000,-50.214938,-275.401868
191,965.000000,-46.767156,-270.214082
192,970.000000,-46.692372,-271.072041
193,975.000000,-51.916311,-279.516381
194,980.000000,-47.898044,-270.465116
195,985.000000,-47.806155,-270.689389
196,990.000000,-49.411237,-276.350163
197,995.000000,-49.248803,-272.241502
198,1000.000000,-49.025722,-275.692845
