TCMD,FRTCM,FREQ
0.027464982,0,1
0,0,1
0.027464982,0,1
0.027464982,0,1
0.027464982,-0.164789893,1
0,-0.164789893,1
-0.027464982,-0.164789893,1
0,-0.164789893,1
-0.027464982,-0.329579786,1
0,-0.329579786,1
-0.054929964,-0.329579786,1
-0.109859929,-0.494369679,1
-0.109859929,-0.494369679,1
-0.151057402,-0.494369679,1
-0.151057402,-0.494369679,1
-0.178522384,-0.672892063,1
-0.12359242,-0.672892063,1
-0.178522384,-0.672892063,1
-0.205987366,-0.672892063,1
-0.192254875,-0.837681956,1
-0.178522384,-0.837681956,1
-0.192254875,-0.837681956,1
-0.205987366,-0.837681956,1
-0.26091733,-1.002471848,1
-0.26091733,-1.002471848,1
-0.288382313,-1.002471848,1
-0.315847295,-1.002471848,1
-0.38450975,-1.167261741,1
-0.302114804,-1.167261741,1
-0.38450975,-1.167261741,1
-0.38450975,-1.167261741,1
-0.370777259,-1.345784125,1
-0.38450975,-1.345784125,1
-0.411974732,-1.345784125,1
-0.411974732,-1.345784125,1
-0.453172205,-1.510574018,1
-0.453172205,-1.510574018,1
-0.521834661,-1.510574018,1
-0.521834661,-1.510574018,1
-0.563032134,-1.675363911,1
-0.631694589,-1.675363911,1
-0.590497116,-1.675363911,1
-0.590497116,-1.675363911,1
-0.686624554,-1.840153804,1
-0.659159572,-1.840153804,1
-0.714089536,-1.840153804,1
-0.700357045,-1.840153804,1
-0.727822027,-2.018676188,1
-0.755287009,-2.018676188,1
-0.741554518,-2.018676188,1
-0.782751991,-2.018676188,1
-0.796484482,-2.183466081,1
-0.796484482,-2.183466081,1
-0.906344411,-2.183466081,1
-0.837681956,-2.348255974,1
-0.865146938,-2.348255974,1
-0.975006866,-2.348255974,1
-0.878879429,-2.348255974,1
-0.947541884,-2.513045867,1
-1.002471848,-2.513045867,1
-1.002471848,-2.513045867,1
-1.029936831,-2.513045867,1
-0.975006866,-2.69156825,1
-1.112331777,-2.69156825,1
-1.112331777,-2.69156825,1
-1.098599286,-2.69156825,1
-1.167261741,-2.856358143,1
-1.15352925,-2.856358143,1
