TCMD,FRTCM,FREQ
0.068662455,0,1
0.109859929,0,1
0.096127438,0,1
0.096127438,0,1
0.096127438,0,1
0.12359242,0,1
0.082394946,0,1
0.082394946,-0.013732491,1
0.109859929,-0.013732491,1
0.054929964,-0.013732491,1
0.041197473,-0.013732491,1
0.068662455,-0.013732491,1
0.068662455,-0.013732491,1
0.096127438,-0.013732491,1
0.12359242,-0.027464982,1
0.12359242,-0.027464982,1
0.068662455,-0.027464982,1
0.082394946,-0.027464982,1
0.041197473,-0.041197473,1
0.041197473,-0.041197473,1
0.068662455,-0.041197473,1
0.041197473,-0.041197473,1
0.054929964,-0.041197473,1
0.082394946,-0.041197473,1
0.054929964,-0.041197473,1
0.082394946,-0.041197473,1
0.041197473,-0.054929964,1
0.068662455,-0.054929964,1
0.068662455,-0.054929964,1
0.068662455,-0.054929964,1
0.054929964,-0.054929964,1
0.041197473,-0.054929964,1
0.068662455,-0.054929964,1
0.054929964,-0.054929964,1
0.068662455,-0.068662455,1
0.054929964,-0.068662455,1
0.041197473,-0.068662455,1
0.054929964,-0.068662455,1
0.068662455,-0.082394946,1
0.082394946,-0.082394946,1
0.068662455,-0.082394946,1
0.068662455,-0.082394946,1
0.041197473,-0.082394946,1
0.041197473,-0.082394946,1
0.013732491,-0.082394946,1
0.041197473,-0.082394946,1
0.082394946,-0.096127438,1
0.054929964,-0.096127438,1
0.082394946,-0.096127438,1
0.082394946,-0.096127438,1
0.068662455,-0.096127438,1
0.068662455,-0.096127438,1
0.054929964,-0.096127438,1
0.068662455,-0.109859929,1
0.082394946,-0.109859929,1
0.109859929,-0.109859929,1
0.082394946,-0.109859929,1
0.082394946,-0.12359242,1
0.068662455,-0.12359242,1
0.068662455,-0.12359242,1
0.096127438,-0.12359242,1
0.054929964,-0.12359242,1
0.068662455,-0.12359242,1
0.109859929,-0.12359242,1
0.068662455,-0.12359242,1
0.082394946,-0.137324911,1
0.068662455,-0.137324911,1
0.027464982,-0.137324911,1
0.041197473,-0.137324911,1
0.041197473,-0.151057402,1
0.041197473,-0.151057402,1
0.096127438,-0.151057402,1
0.027464982,-0.151057402,1
0.068662455,-0.151057402,1
0.068662455,-0.151057402,1
0.054929964,-0.151057402,1
0.068662455,-0.151057402,1
0.041197473,-0.164789893,1
0.068662455,-0.164789893,1
0.068662455,-0.164789893,1
0.068662455,-0.164789893,1
0.068662455,-0.164789893,1
0.068662455,-0.164789893,1
0.068662455,-0.164789893,1
0.041197473,-0.164789893,1
0.041197473,-0.178522384,1
0.068662455,-0.178522384,1
0.068662455,-0.178522384,1
0.068662455,-0.178522384,1
0.109859929,-0.192254875,1
0.12359242,-0.192254875,1
0.096127438,-0.192254875,1
0.068662455,-0.192254875,1
0.068662455,-0.192254875,1
0.068662455,-0.192254875,1
0.041197473,-0.192254875,1
0.068662455,-0.205987366,1
0.068662455,-0.205987366,1
0.041197473,-0.205987366,1
0.041197473,-0.205987366,1
0.068662455,-0.205987366,1
0.054929964,-0.205987366,1
0.041197473,-0.205987366,1
0.068662455,-0.205987366,1
0.041197473,-0.219719857,1
0.041197473,-0.219719857,1
0.054929964,-0.219719857,1
0.054929964,-0.219719857,1
0.041197473,-0.233452348,1
0.041197473,-0.233452348,1
0.054929964,-0.233452348,1
0.027464982,-0.233452348,1
0.013732491,-0.233452348,1
0.054929964,-0.233452348,1
0.041197473,-0.233452348,1
0.096127438,-0.233452348,1
0.082394946,-0.247184839,1
0.054929964,-0.247184839,1
0.054929964,-0.247184839,1
0.054929964,-0.247184839,1
0.054929964,-0.247184839,1
0.054929964,-0.247184839,1
0.054929964,-0.247184839,1
0.054929964,-0.247184839,1
0.054929964,-0.26091733,1
0.054929964,-0.26091733,1
0.041197473,-0.26091733,1
0.096127438,-0.26091733,1
0.082394946,-0.274649821,1
0.027464982,-0.274649821,1
0.027464982,-0.274649821,1
0.013732491,-0.274649821,1
0.027464982,-0.274649821,1
0.054929964,-0.274649821,1
0.054929964,-0.274649821,1
0.027464982,-0.288382313,1
0.082394946,-0.288382313,1
0.041197473,-0.288382313,1
0.054929964,-0.288382313,1
0.027464982,-0.288382313,1
0.027464982,-0.288382313,1
0.054929964,-0.288382313,1
0.054929964,-0.288382313,1
0.013732491,-0.302114804,1
0.082394946,-0.302114804,1
0.082394946,-0.302114804,1
0.054929964,-0.302114804,1
0.082394946,-0.315847295,1
0.096127438,-0.315847295,1
0.054929964,-0.315847295,1
0.054929964,-0.315847295,1
0.054929964,-0.315847295,1
0.027464982,-0.315847295,1
0.027464982,-0.315847295,1
0.027464982,-0.315847295,1
0.027464982,-0.329579786,1
0.082394946,-0.329579786,1
0.054929964,-0.329579786,1
0.027464982,-0.329579786,1
0.054929964,-0.329579786,1
0.041197473,-0.329579786,1
0.054929964,-0.329579786,1
0.041197473,-0.329579786,1
-0.013732491,-0.343312277,1
0.013732491,-0.343312277,1
0.041197473,-0.343312277,1
-0.013732491,-0.343312277,1
0.027464982,-0.357044768,1
0.013732491,-0.357044768,1
0.041197473,-0.357044768,1
0.041197473,-0.357044768,1
0.027464982,-0.357044768,1
0.027464982,-0.357044768,1
0.041197473,-0.357044768,1
0.013732491,-0.357044768,1
0.068662455,-0.370777259,1
0.082394946,-0.370777259,1
0.041197473,-0.370777259,1
0.027464982,-0.370777259,1
0.027464982,-0.370777259,1
0.041197473,-0.370777259,1
0.082394946,-0.370777259,1
0.041197473,-0.38450975,1
-0.013732491,-0.38450975,1
0.068662455,-0.38450975,1
0.041197473,-0.38450975,1
0.041197473,-0.38450975,1
0.041197473,-0.38450975,1
0.041197473,-0.38450975,1
0.041197473,-0.38450975,1
0.041197473,-0.398242241,1
0.041197473,-0.398242241,1
0.041197473,-0.398242241,1
0,-0.398242241,1
0.082394946,-0.411974732,1
0.041197473,-0.411974732,1
0.013732491,-0.411974732,1
0.013732491,-0.411974732,1
0.041197473,-0.411974732,1
0.068662455,-0.411974732,1
