"Frequency Response"
"Axis-1: 1 - 1000Hz"
"Index","Frequency","Gain","Phase"
"","Hz","dB","deg"
0,1.000000,-0.122254,-20.393212
1,2.000000,-1.069387,-23.640117
2,3.000000,-1.962802,-23.209252
3,4.000000,-2.536639,-21.881074
4,5.000000,-2.934880,-20.438719
5,6.000000,-3.211836,-19.044046
6,7.000000,-3.376453,-17.813104
7,8.000000,-3.503086,-16.768470
8,9.000000,-3.579090,-15.730550
9,10.000000,-3.630281,-14.771699
10,15.000000,-3.602799,-12.095503
11,20.000000,-3.280035,-11.137637
12,25.000000,-2.904002,-11.858871
13,30.000000,-2.524819,-14.128180
14,35.000000,-2.251591,-17.210057
15,40.000000,-2.064805,-21.914190
16,45.000000,-2.225435,-26.750766
17,50.000000,-2.909404,-30.656163
18,55.000000,-3.156797,-26.415080
19,60.000000,-2.097881,-30.336407
20,65.000000,-2.750321,-39.178941
21,70.000000,-3.244372,-38.229560
22,75.000000,-2.807933,-39.062593
23,80.000000,-3.389993,-47.503715
24,85.000000,-3.322461,-44.008830
25,90.000000,-3.572155,-51.700138
26,95.000000,-4.114559,-57.170644
27,100.000000,-5.039290,-58.963276
28,105.000000,-6.029112,-59.932232
29,110.000000,-7.352976,-56.216799
30,115.000000,-7.681181,-41.617116
31,120.000000,-5.551291,-33.876059
32,125.000000,-3.648511,-42.516985
33,130.000000,-3.901170,-55.920228
34,135.000000,-4.259889,-59.423798
35,140.000000,-4.991271,-66.187906
36,145.000000,-5.370351,-67.187494
37,150.000000,-5.873007,-70.032281
38,155.000000,-6.016845,-71.484902
39,160.000000,-6.632663,-72.742102
40,165.000000,-7.016920,-73.119795
41,170.000000,-6.836169,-74.707648
42,175.000000,-7.129796,-78.897847
43,180.000000,-8.091934,-78.564336
44,185.000000,-7.821476,-78.871492
45,190.000000,-8.452036,-82.028068
46,195.000000,-8.444835,-82.034610
47,200.000000,-9.144559,-83.341009
48,205.000000,-9.453551,-84.393861
49,210.000000,-9.731957,-84.221589
50,215.000000,-9.999183,-85.328320
51,220.000000,-10.214807,-85.394370
52,225.000000,-10.880440,-86.500541
53,230.000000,-11.230106,-85.967989
54,235.000000,-11.686097,-86.297998
55,240.000000,-11.931997,-86.016823
56,245.000000,-12.371724,-84.820010
57,250.000000,-12.947050,-84.546161
58,255.000000,-13.541633,-82.401578
59,260.000000,-13.731127,-77.999624
60,265.000000,-14.140441,-72.380058
61,270.000000,-14.264975,-67.967728
62,275.000000,-13.805736,-65.204774
63,280.000000,-14.278041,-64.508761
64,285.000000,-14.168983,-55.742521
65,290.000000,-13.400641,-51.371396
66,295.000000,-12.918812,-53.064504
67,300.000000,-13.179340,-47.015700
68,305.000000,-11.962029,-38.145023
69,310.000000,-9.893806,-37.160872
70,315.000000,-8.989544,-43.980726
71,320.000000,-8.201758,-46.317450
72,325.000000,-7.235759,-50.809350
73,330.000000,-6.743831,-56.923982
74,335.000000,-6.105947,-62.739451
75,340.000000,-6.304355,-70.490703
76,345.000000,-6.195543,-77.137716
77,350.000000,-7.066817,-83.704503
78,355.000000,-7.240067,-84.366980
79,360.000000,-7.686549,-86.592264
80,365.000000,-7.628751,-90.294924
81,370.000000,-7.770885,-90.657838
82,375.000000,-8.216486,-93.138283
83,380.000000,-8.879982,-94.576314
84,385.000000,-8.727938,-96.018825
85,390.000000,-8.767393,-95.643456
86,395.000000,-8.528866,-98.171734
87,400.000000,-9.295625,-98.464403
88,405.000000,-9.564306,-101.217976
89,410.000000,-9.453654,-102.383177
90,415.000000,-9.709641,-102.650171
91,420.000000,-9.688753,-102.371383
92,425.000000,-9.910238,-104.785430
93,430.000000,-9.991236,-104.434594
94,435.000000,-9.963485,-103.987844
95,440.000000,-10.239132,-106.341614
96,445.000000,-10.234856,-107.412473
97,450.000000,-10.181998,-108.446952
98,455.000000,-10.867575,-108.879771
99,460.000000,-10.457791,-109.937221
100,465.000000,-10.952263,-108.908142
101,470.000000,-10.935350,-114.101391
102,475.000000,-10.402365,-107.053546
103,480.000000,-11.421935,-112.203050
104,485.000000,-11.509736,-117.493178
105,490.000000,-10.556158,-113.242631
106,495.000000,-10.848759,-114.825553
107,500.000000,-10.851839,-113.466178
108,505.000000,-10.758468,-113.487066
109,510.000000,-11.261969,-118.833673
110,515.000000,-10.985319,-115.811112
111,520.000000,-11.857248,-118.226391
112,525.000000,-11.760633,-115.560165
113,530.000000,-11.777616,-119.498371
114,535.000000,-11.445512,-118.378932
115,540.000000,-12.049378,-118.172870
116,545.000000,-11.756743,-121.281654
117,550.000000,-11.933282,-118.942093
118,555.000000,-12.145852,-125.566680
119,560.000000,-11.858931,-118.763265
120,565.000000,-12.368856,-123.400483
121,570.000000,-11.995881,-124.521358
122,575.000000,-12.034120,-123.708566
123,580.000000,-12.200490,-123.528500
124,585.000000,-12.506405,-127.507554
125,590.000000,-12.074761,-123.561877
126,595.000000,-12.470826,-127.402552
127,600.000000,-12.525930,-127.150303
128,605.000000,-12.252082,-127.611485
129,610.000000,-12.706644,-131.705681
130,615.000000,-12.360090,-127.437264
131,620.000000,-12.699974,-131.404231
132,625.000000,-12.624830,-131.832657
133,630.000000,-12.776861,-131.829462
134,635.000000,-12.885063,-130.842757
135,640.000000,-12.551415,-130.672286
136,645.000000,-12.355606,-131.454540
137,650.000000,-12.956810,-135.279422
138,655.000000,-12.719618,-136.199437
139,660.000000,-12.501910,-130.254673
140,665.000000,-12.991922,-134.239584
141,670.000000,-12.989215,-135.082059
