"Frequency Response"
"Axis-1: 1 - 1000Hz"
"Index","Frequency","Gain","Phase"
142,675.000000,-13.158228,-139.281712
143,680.000000,-13.263496,-134.716652
144,685.000000,-13.174290,-141.533170
145,690.000000,-13.441828,-137.503432
146,695.000000,-13.768295,-142.880203
147,700.000000,-13.888191,-142.539349
148,705.000000,-14.093643,-142.520927
149,710.000000,-14.220976,-141.934749
150,715.000000,-14.252934,-141.801641
151,720.000000,-14.533191,-141.730579
152,725.000000,-14.765376,-146.081086
153,730.000000,-14.713377,-139.220779
154,735.000000,-14.923610,-143.504146
155,740.000000,-14.639491,-139.596871
156,745.000000,-14.431843,-136.311919
157,750.000000,-13.684784,-134.946309
158,755.000000,-13.090132,-136.476642
159,760.000000,-12.625789,-142.264679
160,765.000000,-12.753815,-148.774378
161,770.000000,-13.484238,-154.861389
162,775.000000,-14.209464,-155.546154
163,780.000000,-15.253679,-156.139775
164,785.000000,-15.038342,-149.168342
165,790.000000,-14.528548,-141.938057
166,795.000000,-13.636143,-149.225966
167,800.000000,-13.527311,-155.551623
168,805.000000,-13.845737,-159.328731
169,810.000000,-14.325849,-165.637852
170,815.000000,-15.559347,-166.409133
171,820.000000,-16.627074,-161.460162
172,825.000000,-17.980226,-152.381694
173,830.000000,-15.866990,-138.417788
174,835.000000,-15.666328,-150.996055
175,840.000000,-15.052195,-153.017937
176,845.000000,-15.334788,-143.345418
177,850.000000,-13.589556,-142.807995
178,855.000000,-13.301881,-148.519632
179,860.000000,-13.326759,-152.757155
180,865.000000,-13.119026,-153.443181
181,870.000000,-12.620710,-160.967898
182,875.000000,-12.635709,-157.143552
183,880.000000,-12.468696,-158.587407
184,885.000000,-11.730966,-167.752071
185,890.000000,-11.724244,-171.527430
186,895.000000,-12.108137,-175.519990
187,900.000000,-12.428106,-175.449793
188,905.000000,-12.840255,-178.404422
189,910.000000,-12.193598,-181.032342
190,915.000000,-12.653251,-183.940289
191,920.000000,-12.718891,-185.303688
192,925.000000,-12.502190,-185.017316
193,930.000000,-12.305592,-188.070636
194,935.000000,-12.447218,-192.506116
195,940.000000,-12.145815,-197.229981
196,945.000000,-12.486852,-201.541673
197,950.000000,-13.391375,-206.042662
198,955.000000,-14.143163,-202.308612
199,960.000000,-13.678286,-205.890900
200,965.000000,-14.970405,-203.781011
201,970.000000,-13.963062,-206.120960
202,975.000000,-14.729208,-204.335759
203,980.000000,-15.826966,-209.045216
204,985.000000,-15.047726,-210.640251
205,990.000000,-15.474183,-208.516102
206,995.000000,-15.635069,-205.792226
207,1000.000000,-15.700794,-208.084288
