0,0,0
0,0,0
0,0,0
0,0,0
1,0.266429,-11.168748
2,-0.212758,-12.590605
3,-0.535326,-12.361914
4,-0.709068,-11.964
5,-0.793468,-11.629158
6,-0.823213,-11.405413
7,-0.822572,-11.32133
8,-0.803967,-11.303769
9,-0.7751980000000001,-11.427132
10,-0.745547,-11.60883
15,-0.564346,-13.647584
20,-0.399787,-17.018569
25,-0.362295,-21.311791
30,-0.421384,-26.053643
35,-0.62292,-30.4783
40,-0.93974,-36.156263
45,-1.688439,-41.556869
50,-2.981771,-41.169763
55,-2.504083,-35.900242
60,-1.959873,-42.313881
65,-3.179137,-50.757227
70,-3.547012,-47.601889
75,-3.31131,-49.136674
80,-4.160565,-52.628696
85,-3.548118,-51.652044
90,-4.180842,-61.282883
95,-5.193174,-62.566723
100,-5.959946,-63.618082
105,-7.209514,-64.944186
110,-8.668186,-56.329006
115,-8.349717999999999,-39.368172
120,-5.46145,-31.831528
125,-3.487817,-45.346492
130,-4.3238,-59.169969
135,-4.526835,-62.840525
140,-5.439399,-69.055549
145,-5.88083,-68.77341800000001
150,-6.263684,-71.78795599999999
155,-6.304914,-74.25004199999999
160,-7.06122,-75.396383
165,-7.350623,-76.604215
170,-7.864466,-77.53973499999999
175,-7.799598,-78.71085600000001
180,-8.517874000000001,-80.458708
185,-8.607813999999999,-81.669646
190,-9.080382,-82.01230200000001
195,-9.096143,-82.9299
200,-9.648978,-84.232606
205,-9.952399,-85.257936
210,-10.540136,-85.502529
215,-10.819109,-86.418465
220,-11.46748,-85.955331
225,-11.773984,-86.737773
230,-11.784304,-86.337929
235,-12.632914,-86.378602
240,-13.236703,-85.97559200000001
245,-13.747789,-84.76599899999999
250,-14.294345,-82.499725
255,-14.97707,-79.187034
260,-15.529046,-73.22086
265,-15.765961,-65.840467
270,-15.446702,-60.193028
275,-15.484951,-53.371305
280,-14.817687,-49.020947
285,-13.980318,-42.411083
290,-12.549542,-41.303388
295,-12.27121,-40.867912
300,-11.591625,-38.273447
305,-10.022217,-35.763266
310,-8.624188999999999,-39.215886
315,-7.878436,-48.084886
320,-7.177286,-50.550347
325,-6.555552,-58.265748
330,-6.81785,-64.78643599999999
