335,-6.510587,-69.62839099999999
340,-7.050402,-73.324365
345,-6.668549,-76.72387999999999
350,-6.976725,-81.78997
355,-7.000107,-87.17575600000001
360,-7.543792,-90.711815
365,-8.880148999999999,-90.568804
370,-7.782654,-90.347307
375,-8.557791999999999,-96.153379
380,-9.149055000000001,-96.208519
385,-8.539440000000001,-96.281401
390,-9.752155999999999,-99.690876
395,-9.113602999999999,-98.28627
400,-9.806978000000001,-101.226622
405,-9.994396999999999,-103.730929
410,-9.748411000000001,-100.481127
415,-10.124186,-104.230087
420,-10.581119,-105.661465
425,-10.575868,-106.135741
430,-10.518201,-105.885793
435,-10.396504,-105.45336
440,-11.175108,-107.761508
445,-11.015789,-108.408536
450,-10.941926,-110.176068
455,-11.477534,-110.950281
460,-11.095686,-111.877097
465,-11.608078,-112.216116
470,-11.080645,-114.163381
475,-11.858917,-113.375782
480,-12.02191,-117.285537
485,-11.576297,-119.987974
490,-11.829115,-120.697687
495,-11.716686,-120.142853
500,-11.876689,-119.441146
505,-11.804753,-120.101362
510,-11.665379,-121.731003
515,-12.299496,-128.239799
520,-12.57988,-129.908453
525,-12.796866,-127.338096
530,-12.408554,-128.20034
535,-12.92114,-135.026685
540,-13.489228,-132.815793
545,-12.796834,-134.877718
550,-13.319432,-133.600897
555,-12.919735,-136.492133
560,-13.673536,-137.857721
565,-13.668384,-141.914347
570,-13.534376,-140.950746
575,-13.713043,-141.76372
580,-13.990757,-141.980241
585,-14.075549,-146.894546
590,-14.241106,-144.375709
595,-14.269598,-148.027388
600,-14.462921,-148.185144
605,-14.671925,-149.558549
610,-14.788943,-153.372456
615,-14.889676,-150.683156
620,-14.884032,-155.064337
625,-15.334518,-152.330967
630,-15.584747,-156.332236
635,-15.7973,-158.759841
640,-15.795625,-157.14093
645,-16.066022,-158.364575
650,-16.196016,-161.132921
655,-16.26456,-158.901035
660,-16.583014,-163.88178
665,-16.684832,-163.573394
670,-16.857168,-164.337127
675,-17.023641,-164.908248
680,-17.502793,-167.063819
685,-17.50642,-165.289853
690,-17.820201,-166.900943
695,-18.154941,-167.779499
700,-18.282585,-165.603951
705,-18.589111,-166.637138
710,-18.969577,-166.395092
715,-19.530531,-165.266129
720,-19.219119,-161.323136
725,-19.759337,-159.387047
730,-19.694532,-153.642968
735,-19.188523,-149.532454
740,-18.833246,-147.559099
745,-17.636131,-139.708034
750,-16.628173,-145.602656
755,-15.604858,-153.028029
760,-15.11951,-155.874668
765,-14.69123,-163.271762
770,-14.796007,-173.944093
775,-15.985736,-179.965301
780,-16.985365,-181.703355
785,-17.783631,-178.458891
790,-17.549425,-171.336825
795,-16.555191,-178.12358
800,-16.196601,-183.507224
805,-16.905408,-191.628509
810,-18.026809,-194.841325
815,-19.229496,-188.228062
820,-19.057859,-182.631522
825,-18.935646,-183.350773
830,-19.326858,-183.300064
835,-18.856625,-185.654071
840,-19.592092,-187.962446
845,-20.287648,-185.784033
850,-20.370697,-179.904651
855,-19.473282,-176.253229
860,-19.807869,-174.897965
865,-19.390548,-174.131661
870,-18.792336,-170.378632
875,-18.117994,-175.426563
880,-17.80345,-176.32097
885,-17.729893,-178.844037
890,-17.421948,-182.427855
895,-17.24842,-182.173348
900,-17.055249,-185.895113
905,-16.827173,-189.125317
910,-17.019005,-193.609265
915,-17.24179,-197.592644
920,-17.429044,-200.454019
925,-17.753666,-202.200907
930,-18.035872,-199.605862
935,-17.960261,-200.191323
940,-17.72831,-202.48962
945,-17.425514,-203.563635
950,-17.744059,-208.747068
955,-17.88149,-213.93011
960,-18.770648,-215.21964
965,-18.666605,-222.114885
970,-19.629339,-214.615003
975,-20.089876,-212.642128
980,-18.845156,-220.621962
985,-19.023628,-215.006693
990,-20.001403,-218.909187
995,-19.891562,-215.103466
1000,-19.992798,-213.626641
